Entity,Score
pandas/tseries/offsets.py::is_anchored::364::367,204.54545454545453
pandas/core/indexes/datetimelike.py::intersection::652::731,204.54545454545453
pandas/_testing.py::raise_assert_detail::891::918,80.47619047619047
pandas/_testing.py::assert_attr_equal::726::768,80.47619047619047
pandas/tseries/offsets.py::generate_range::2706::2783,72.58064516129032
pandas/tseries/offsets.py::is_on_offset::645::648,16.198347107438018
pandas/tseries/offsets.py::apply::584::621,16.198347107438018
pandas/tseries/offsets.py::offset::521::526,14.90066225165563
pandas/tseries/offsets.py::__init__::548::550,12.17391304347826
pandas/core/arrays/datetimes.py::_generate_range::340::444,11.98581560283688
pandas/core/indexes/datetimelike.py::_shallow_copy::628::641,10.496894409937887
pandas/tseries/offsets.py::wrapper::95::147,10.180995475113122
pandas/tseries/offsets.py::as_timestamp::83::90,10.180995475113122
pandas/core/arrays/_ranges.py::generate_regular_range::15::83,10.180995475113122
pandas/tseries/frequencies.py::to_offset::73::179,8.00711743772242
pandas/core/indexes/frozen.py::__getitem__::66::69,7.647058823529411
pandas/core/indexes/base.py::copy::810::846,7.647058823529411
pandas/core/indexes/base.py::set_names::1225::1301,7.647058823529411
pandas/core/indexes/base.py::_set_names::1195::1221,7.647058823529411
pandas/core/indexes/base.py::_validate_names::1172::1190,7.647058823529411
pandas/core/indexes/extension.py::__getitem__::214::224,7.234726688102894
pandas/core/indexers.py::deprecate_ndim_indexing::298::314,7.234726688102894
pandas/core/arrays/datetimelike.py::__getitem__::525::579,7.234726688102894
pandas/core/arrays/datetimes.py::_maybe_normalize_endpoints::2287::2304,6.064690026954177
pandas/core/arrays/datetimes.py::_box_func::475::476,5.754475703324808
pandas/core/arrays/datetimes.py::maybe_convert_dtype::2066::2120,4.814814814814815
pandas/core/dtypes/dtypes.py::name::790::792,4.555256064690027
pandas/core/dtypes/dtypes.py::__str__::786::787,4.555256064690027
pandas/core/dtypes/common.py::is_categorical_dtype::535::568,4.555256064690027
pandas/core/dtypes/common.py::is_period_dtype::459::493,4.555256064690027
pandas/core/dtypes/common.py::is_datetime64tz_dtype::384::422,4.555256064690027
pandas/core/dtypes/base.py::is_dtype::255::295,4.555256064690027
pandas/core/arrays/datetimes.py::sequence_to_dt64ns::1855::1980,4.555256064690027
pandas/core/dtypes/common.py::_is_dtype_type::1605::1646,4.435695538057742
pandas/core/dtypes/common.py::is_bool_dtype::1335::1397,4.435695538057742
pandas/core/dtypes/base.py::_is_boolean::309::324,4.435695538057742
pandas/core/arrays/datetimes.py::__init__::213::283,3.8071065989847717
pandas/core/dtypes/dtypes.py::__eq__::799::807,3.5881104033970277
pandas/core/dtypes/dtypes.py::tz::731::735,3.5881104033970277
pandas/core/dtypes/dtypes.py::unit::724::728,3.5881104033970277
pandas/core/dtypes/dtypes.py::__init__::692::721,3.5881104033970277
pandas/core/arrays/datetimes.py::tz_to_dtype::57::72,3.5881104033970277
pandas/core/arrays/datetimes.py::_maybe_localize_point::2307::2337,3.5881104033970277
pandas/core/indexes/base.py::is_monotonic::1551::1555,3.4562211981566824
pandas/core/dtypes/common.py::is_datetime64_dtype::351::381,3.4039334341906207
pandas/core/indexes/base.py::is_monotonic_increasing::1558::1572,3.3039647577092515
pandas/core/arrays/datetimes.py::_validate_dt64_dtype::2157::2196,3.1206657420249657
pandas/core/indexes/base.py::_get_names::1192::1193,3.036437246963563
pandas/core/dtypes/inference.py::is_number::31::68,3.036437246963563
pandas/_testing.py::assert_class_equal::700::723,3.036437246963563
pandas/_testing.py::repr_class::706::711,3.036437246963563
pandas/_testing.py::assert_index_equal::568::697,3.036437246963563
pandas/_testing.py::_get_ilevel_values::619::625,3.036437246963563
pandas/_testing.py::_check_types::605::617,3.036437246963563
pandas/_testing.py::_check_isinstance::366::391,3.036437246963563
pandas/core/indexes/extension.py::_get_engine_target::234::238,2.918287937743191
pandas/core/indexes/datetimelike.py::equals::135::158,2.918287937743191
pandas/core/arrays/datetimelike.py::_values_for_argsort::765::766,2.918287937743191
pandas/core/arrays/datetimes.py::maybe_infer_tz::2127::2154,2.859560067681895
pandas/core/arrays/datetimes.py::tz::501::511,2.844500632111252
pandas/core/arrays/datetimelike.py::__len__::522::523,2.844500632111252
pandas/core/arrays/datetimelike.py::freq::1011::1015,2.844500632111252
pandas/core/indexes/datetimes.py::date_range::817::977,2.7075812274368234
pandas/core/indexes/datetimes.py::__new__::225::262,2.7075812274368234
pandas/core/dtypes/common.py::is_string_dtype::571::610,2.7075812274368234
pandas/core/dtypes/common.py::is_excluded_dtype::603::608,2.7075812274368234
pandas/core/dtypes/common.py::condition::600::601,2.7075812274368234
pandas/core/dtypes/common.py::is_timedelta64_dtype::425::456,2.7075812274368234
pandas/core/dtypes/common.py::is_object_dtype::197::224,2.7075812274368234
pandas/core/dtypes/common.py::classes::181::183,2.7075812274368234
pandas/core/dtypes/common.py::_get_dtype::1570::1602,2.7075812274368234
pandas/core/dtypes/common.py::_is_dtype::1546::1567,2.7075812274368234
pandas/core/dtypes/common.py::is_float_dtype::1301::1332,2.7075812274368234
pandas/core/common.py::count_not_none::196::200,2.7075812274368234
pandas/core/arrays/datetimes.py::_from_sequence::299::337,2.7075812274368234
pandas/core/arrays/datetimes.py::_infer_tz_from_endpoints::2246::2284,2.7075812274368234
