Entity,Score
pandas/util/testing.py::998,40.0
pandas/util/testing.py::997,40.0
pandas/util/testing.py::995,40.0
pandas/util/testing.py::994,40.0
pandas/util/testing.py::986,40.0
pandas/util/testing.py::985,40.0
pandas/util/testing.py::931,40.0
pandas/util/testing.py::928,40.0
pandas/util/testing.py::925,40.0
pandas/util/testing.py::920,40.0
pandas/util/testing.py::916,40.0
pandas/util/testing.py::915,40.0
pandas/util/testing.py::911,40.0
pandas/util/testing.py::910,40.0
pandas/util/testing.py::908,40.0
pandas/util/testing.py::1010,40.0
pandas/util/testing.py::1004,40.0
pandas/util/testing.py::1002,40.0
pandas/util/testing.py::1001,40.0
pandas/util/testing.py::1000,40.0
pandas/io/formats/printing.py::98,40.0
pandas/io/formats/printing.py::95,40.0
pandas/io/formats/printing.py::216,40.0
pandas/io/formats/printing.py::215,40.0
pandas/io/formats/printing.py::214,40.0
pandas/io/formats/printing.py::213,40.0
pandas/io/formats/printing.py::212,40.0
pandas/io/formats/printing.py::211,40.0
pandas/io/formats/printing.py::118,40.0
pandas/io/formats/printing.py::115,40.0
pandas/io/formats/printing.py::113,40.0
pandas/io/formats/printing.py::111,40.0
pandas/io/formats/printing.py::109,40.0
pandas/io/formats/printing.py::108,40.0
pandas/io/formats/printing.py::107,40.0
pandas/io/formats/printing.py::105,40.0
pandas/io/formats/printing.py::103,40.0
pandas/io/formats/printing.py::100,40.0
pandas/_config/config.py::550,40.0
pandas/_config/config.py::547,40.0
pandas/_config/config.py::546,40.0
pandas/io/formats/printing.py::221,3.6363636363636362
pandas/core/dtypes/inference.py::452,3.6363636363636362
pandas/core/dtypes/inference.py::451,3.6363636363636362
pandas/_config/config.py::98,1.9047619047619047
pandas/_config/config.py::96,1.9047619047619047
pandas/_config/config.py::94,1.9047619047619047
pandas/_config/config.py::93,1.9047619047619047
pandas/_config/config.py::91,1.9047619047619047
pandas/_config/config.py::89,1.9047619047619047
pandas/_config/config.py::85,1.9047619047619047
pandas/_config/config.py::84,1.9047619047619047
pandas/_config/config.py::634,1.9047619047619047
pandas/_config/config.py::619,1.9047619047619047
pandas/_config/config.py::618,1.9047619047619047
pandas/_config/config.py::606,1.9047619047619047
pandas/_config/config.py::603,1.9047619047619047
pandas/_config/config.py::602,1.9047619047619047
pandas/_config/config.py::580,1.9047619047619047
pandas/_config/config.py::579,1.9047619047619047
pandas/_config/config.py::578,1.9047619047619047
pandas/_config/config.py::577,1.9047619047619047
pandas/_config/config.py::558,1.9047619047619047
pandas/_config/config.py::557,1.9047619047619047
pandas/_config/config.py::556,1.9047619047619047
pandas/_config/config.py::555,1.9047619047619047
pandas/_config/config.py::554,1.9047619047619047
pandas/_config/config.py::543,1.9047619047619047
pandas/_config/config.py::542,1.9047619047619047
pandas/_config/config.py::233,1.9047619047619047
pandas/_config/config.py::106,1.9047619047619047
