Entity,Score
httpie/cli.py::46,0.07135353311953999
httpie/cli.py::98,0.0
httpie/cli.py::60,-0.001579753874346377
httpie/cli.py::89,-0.004146853920159239
httpie/cli.py::72,-0.0047392616230391305
httpie/cli.py::79,-0.004964940747945756
httpie/cli.py::68,-0.006319015497385508
httpie/cli.py::70,-0.006319015497385508
httpie/cli.py::77,-0.007701300137438588
httpie/cli.py::74,-0.011058277120424639
httpie/cli.py::57,-0.011919961051886297
httpie/cli.py::42,-0.014217784869117392
httpie/cli.py::61,-0.014217784869117393
httpie/cli.py::62,-0.014217784869117393
httpie/cli.py::43,-0.015797538743463766
httpie/cli.py::45,-0.01579753874346377
httpie/cli.py::48,-0.01579753874346377
